,Name,Platform,Year,Genre,Publisher,DateSortie,Studio,Score,Rate,Review,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,GK_distributeur,Mois
188,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,2010-07-01,Level 5,8.35,8.2,115.0,0.66,0.69,4.35,0.15,5.84,Dragon Quest,,7.0
189,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,2007-11-01,Traveller's Tales,7.0,7.8,63.0,3.66,1.63,0.0,0.53,5.83,,Activision,11.0
190,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1998-01-01,Capcom,6.95,8.7,235.0,1.88,1.47,2.02,0.45,5.82,Resident Evil,,1.0
192,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,1996-08-01,Namco,8.9,8.0,60.0,2.26,1.89,1.36,0.23,5.74,Tekken,Sony Interactive Entertainment Europe,8.0
193,Cooking Mama,DS,2006.0,Simulation,505 Games,2006-09-01,Taito Corporation,5.85,5.85,8.0,3.13,1.94,0.07,0.58,5.72,Mama,Digital Bros.,9.0
194,Destiny,PS4,2014.0,Shooter,Activision,2014-09-01,Bungie Software,7.2,6.72,481.5,2.49,2.05,0.16,0.96,5.65,Destiny,,9.0
195,Tetris,NES,1988.0,Puzzle,Nintendo,0000-01-00,Bullet-Proof Software,,,,2.97,0.69,1.81,0.11,5.58,Tetris,,1.0
196,Assassin's Creed II,PS3,2009.0,Action,Ubisoft,2009-11-01,Ubisoft Montreal,8.62,8.53,1451.5,2.54,1.95,0.21,0.87,5.57,Assassin's Creed,,11.0
197,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,1999-12-01,HAL Labs,7.95,8.6,282.0,2.95,0.6,1.97,0.04,5.55,Nintendo,,12.0
198,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,2007-11-01,Ubisoft Montreal,8.03,7.68,959.5,3.28,1.65,0.07,0.55,5.55,Assassin's Creed,,11.0
200,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2011-10-01,Rocksteady Studios,9.03,8.8,909.5,2.7,1.91,0.11,0.8,5.53,Batman,,10.0
202,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,2009-10-01,Turn 10,8.6,8.1,104.0,2.99,1.92,0.1,0.51,5.51,Forza Motorsport,,10.0
203,Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,2009-06-01,Capcom,7.05,7.95,34.0,0.47,0.57,4.13,0.34,5.5,Monster Hunter,,6.0
204,Super Mario Advance,GBA,2001.0,Platform,Nintendo,2001-06-01,Nintendo,8.7,8.1,197.0,3.14,1.24,0.91,0.2,5.49,Mario,,6.0
205,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2001-09-01,Intelligent Systems,9.1,7.8,221.0,2.62,1.64,0.99,0.23,5.47,,,9.0
206,Super Mario World,GBA,2001.0,Platform,Nintendo,0000-01-00,Nintendo,9.0,8.9,286.0,3.21,1.11,0.95,0.2,5.46,Mario,,1.0
207,Pokemon Stadium,N64,1999.0,Strategy,Nintendo,0000-01-00,HAL Laboratory,6.0,6.6,57.0,3.18,1.24,0.94,0.09,5.45,PokǸmon,,1.0
208,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2008-11-01,Treyarch,7.17,7.42,527.5,2.72,1.87,0.0,0.84,5.43,Call of Duty,,11.0
210,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,2001-10-01,Traveller's Tales,5.8,6.85,16.0,2.07,2.29,0.24,0.82,5.42,Crash Bandicoot,Vivendi Games,10.0
211,Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,2011-11-01,Mojang Studios,8.5,8.22,152.5,1.97,2.51,0.0,0.94,5.42,Minecraft,,11.0
212,Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,2010-03-01,Square Enix,7.77,7.03,1381.5,1.74,1.24,1.87,0.52,5.36,Final Fantasy,,3.0
213,Dr. Mario,GB,1989.0,Puzzle,Nintendo,0000-01-00,,4.5,6.9,26.5,2.18,0.96,2.0,0.2,5.34,Mario,,1.0
215,Pokemon Pinball,GB,1999.0,Misc,Nintendo,0000-01-00,Nintendo,7.0,7.1,7.0,3.02,1.12,1.01,0.16,5.31,PokǸmon,,1.0
216,Assassin's Creed III,X360,2012.0,Action,Ubisoft,2012-10-01,Ubisoft,8.47,7.4,800.5,3.13,1.71,0.03,0.44,5.3,Assassin's Creed,,10.0
217,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,2000-11-01,SquareSoft,8.45,8.8,350.0,1.62,0.77,2.78,0.14,5.3,Final Fantasy,,11.0
218,Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,2003-11-01,SquareSoft,7.75,7.0,160.0,1.92,1.08,2.11,0.17,5.29,Final Fantasy,Electronic Arts,11.0
219,Donkey Kong 64,N64,1999.0,Platform,Nintendo,1999-11-01,Rare Ltd.,7.67,8.22,160.5,3.33,0.79,1.09,0.06,5.27,Donkey Kong,,11.0
220,Assassin's Creed II,X360,2009.0,Action,Ubisoft,2009-11-01,Ubisoft Montreal,8.58,8.35,1243.0,3.1,1.56,0.08,0.51,5.27,Assassin's Creed,,11.0
221,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,2008-02-01,Level 5,7.75,8.1,162.0,1.22,2.48,1.03,0.52,5.26,Professeur Layton,Nintendo,2.0
222,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,0000-01-00,Core Design,,7.6,139.0,2.3,2.46,0.2,0.28,5.24,Tomb Raider,,1.0
223,Madden NFL 2004,PS2,2003.0,Sports,Electronic Arts,2003-09-01,EA Tiburon,8.63,8.8,3.5,4.26,0.26,0.01,0.71,5.23,Madden NFL,,9.0
224,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,2005-11-01,Level 5,8.45,8.4,234.0,0.65,0.75,3.61,0.2,5.21,Dragon Quest,Ubisoft,11.0
225,Diablo III,PC,2012.0,Role-Playing,Activision,2012-05-01,Blizzard Entertainment,8.6,5.8,1245.0,2.43,2.15,0.0,0.62,5.2,Diablo,Vivendi Games,5.0
226,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,0000-01-00,Nintendo,9.0,8.9,197.0,2.93,1.25,0.83,0.2,5.2,Mario,,1.0
227,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2012-11-01,Nintendo,7.7,7.55,172.0,2.32,1.3,1.27,0.31,5.19,Mario,,11.0
228,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,0000-01-00,Nintendo,,7.9,70.0,2.49,0.98,1.57,0.15,5.19,,,1.0
229,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,2012-09-01,Electronic Arts,9.0,7.0,136.0,1.08,3.48,0.03,0.58,5.18,FIFA EA Sports,,9.0
230,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,2007-10-01,Nintendo,8.67,8.02,679.0,1.9,1.83,0.95,0.49,5.17,The Legend of Zelda,,10.0
232,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,1995-12-01,Nintendo,8.0,8.6,100.5,2.1,0.74,2.2,0.11,5.15,Donkey Kong,,12.0
234,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,2014-06-01,Nintendo,5.55,6.85,12.0,0.96,2.02,1.89,0.28,5.15,Tomodachi Collection,,6.0
235,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,2008-01-01,Sega,6.5,6.6,48.0,1.64,2.48,0.44,0.58,5.14,,Sega,1.0
236,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,2003-11-01,EA LA,5.9,6.7,22.0,1.98,2.23,0.13,0.8,5.13,Medal of Honor,,11.0
237,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,1992-11-01,HAL Laboratory,7.0,7.85,48.0,2.71,0.61,1.7,0.11,5.13,Kirby,,11.0
238,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,2010-10-01,Lionhead Studios,7.83,6.85,746.0,3.59,1.11,0.05,0.38,5.13,Fable,,10.0
239,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,2014-11-01,Sledgehammer Games,7.7,6.1,170.5,3.21,1.53,0.01,0.38,5.13,Call of Duty,,11.0
241,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,2020-08-01,Asobo Studio,9.03,7.62,86.0,3.22,1.69,0.0,0.2,5.12,Flight Simulator,,8.0
242,Guitar Hero II,PS2,2006.0,Misc,RedOctane,2006-11-01,Harmonix Music Systems,8.57,8.37,57.0,3.81,0.63,0.0,0.68,5.12,Guitar Hero,Activision,11.0
243,Resident Evil 5,PS3,2009.0,Action,Capcom,2009-03-01,Capcom,7.8,7.05,676.0,1.96,1.43,1.08,0.65,5.11,Resident Evil,,3.0
244,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2013-09-01,Rockstar North,9.23,8.32,395.0,2.66,2.01,0.0,0.41,5.08,Grand Theft Auto (GTA),,9.0
245,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,2006-11-01,Rockstar Leeds,7.53,7.75,353.5,1.7,2.02,0.16,1.21,5.08,Grand Theft Auto (GTA),,11.0
247,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,2010-09-01,EA Sports,8.45,7.8,108.0,0.6,3.29,0.06,1.13,5.08,FIFA EA Sports,,9.0
248,Super Mario Bros.,GB,1999.0,Platform,Nintendo,0000-01-00,Nintendo,,,,3.4,1.3,0.15,0.22,5.07,,,1.0
249,Resident Evil,PS,1996.0,Action,Virgin Interactive,1996-03-01,Capcom,9.1,9.1,,2.05,1.16,1.11,0.73,5.05,,,3.0
251,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,1999-08-01,Neversoft Entertainment,8.6,8.2,3.0,3.42,1.38,0.02,0.2,5.02,Tony Hawk,,8.0
252,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,0000-01-00,Namco,9.0,8.3,279.0,2.59,1.06,0.8,0.57,5.02,,,1.0
253,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,0000-01-00,Pumpkin Studios,,6.5,8.0,2.79,1.89,0.0,0.33,5.01,,,1.0
254,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,0000-01-00,Insomniac Games,,7.7,47.0,3.36,1.36,0.07,0.21,5.0,Spyro,,1.0
255,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,2007-11-01,Nintendo,5.9,6.35,66.0,3.06,1.18,0.29,0.46,5.0,The Legend of Zelda,,11.0
256,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,2007-11-01,Neversoft Entertainment,8.07,8.1,67.5,3.49,0.01,0.01,1.48,4.98,Guitar Hero,Activision,11.0
258,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,2008-10-01,Bethesda Game Studios,8.27,8.23,441.5,3.39,1.03,0.09,0.44,4.96,Fallout,Ubisoft,10.0
259,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,0000-01-00,,,,,1.85,1.2,1.54,0.37,4.96,,,1.0
260,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2007-12-01,Naughty Dog,7.93,7.93,997.0,2.31,1.73,0.12,0.78,4.94,Uncharted,Sony Interactive Entertainment Europe,12.0
262,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,2005-09-01,EA Sports,7.91,7.67,12.0,3.98,0.26,0.01,0.66,4.91,Madden NFL,,9.0
263,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2007-11-01,TT Fusion,7.0,6.65,63.0,2.89,1.54,0.0,0.46,4.9,,Activision,11.0
264,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,1997-11-01,Rare Ltd.,7.4,7.95,84.0,2.91,0.99,0.89,0.1,4.88,Diddy Kong,Nintendo,11.0
265,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0000-01-00,Capcom,6.0,7.4,34.0,0.0,0.0,4.87,0.0,4.87,Monster Hunter,,1.0
266,Dr. Mario,NES,1990.0,Puzzle,Nintendo,0000-01-00,,5.0,7.4,34.0,2.62,0.6,1.52,0.1,4.85,Mario,,1.0
268,God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2010-03-01,SCE Santa Monica,8.6,8.5,437.0,2.74,1.36,0.12,0.63,4.84,God of War,,3.0
269,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2010-07-01,Blizzard Entertainment,9.15,8.35,269.0,2.56,1.68,0.0,0.59,4.83,Starcraft,,7.0
271,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,2007-11-01,Ubisoft Montreal,8.03,7.5,1014.0,1.91,2.0,0.09,0.83,4.83,Assassin's Creed,,11.0
273,FIFA 15,PS3,2014.0,Sports,Electronic Arts,2014-09-01,EA Sports,6.75,5.67,94.0,0.57,3.14,0.04,1.07,4.82,FIFA EA Sports,,9.0
274,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,1999-09-01,Naughty Dog,7.4,8.3,29.0,2.57,1.57,0.44,0.21,4.79,Crash Bandicoot,,9.0
275,FIFA 17,PS4,2016.0,Sports,Electronic Arts,2016-09-01,EA Sports,7.83,6.05,116.5,0.28,3.75,0.06,0.69,4.77,FIFA EA Sports,,9.0
276,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2011-10-01,Rocksteady Studios,8.97,8.75,731.5,2.99,1.31,0.04,0.41,4.76,Batman,,10.0
278,Driver 2,PS,2000.0,Action,Atari,2000-11-01,Reflections Interactive,4.6,7.1,30.0,2.36,2.1,0.02,0.25,4.73,Driver,Atari,11.0
279,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,2003-10-01,Radical Entertainment,6.77,7.75,80.0,1.73,2.19,0.0,0.79,4.7,Les Simpson,,10.0
280,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,2000-09-01,Neversoft Entertainment,8.4,7.45,48.0,3.05,1.41,0.02,0.2,4.68,Tony Hawk,,9.0
282,Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,2008-11-01,Nintendo,6.65,7.15,22.0,1.87,1.12,1.32,0.37,4.68,Animal Crossing,,11.0
283,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,2002-10-01,Stormfront Studios,8.2,8.1,,1.94,1.95,0.08,0.7,4.67,,,10.0
284,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2011-10-01,Turn 10,8.55,8.1,87.0,2.08,2.04,0.06,0.47,4.64,Forza Motorsport,,10.0
285,Tomb Raider,PS,1996.0,Action,Eidos Interactive,1996-11-01,Core Design Ltd.,9.1,8.4,,2.29,1.97,0.13,0.24,4.63,Tomb Raider,,11.0
286,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,2007-11-01,Vicarious Visions,8.2,8.03,130.0,3.06,1.12,0.0,0.44,4.62,Guitar Hero,Activision,11.0
288,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,1992-09-01,Capcom,9.25,9.35,381.5,2.42,0.91,1.15,0.13,4.61,The Legend of Zelda,,9.0
290,The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2003-03-01,Nintendo,9.6,9.0,,2.6,0.99,0.89,0.13,4.6,The Legend of Zelda,,3.0
291,Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,2009-10-01,Sega,6.1,6.35,6.0,1.89,1.99,0.22,0.48,4.58,,,10.0
292,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,2013-03-01,Next Level Games,7.8,8.05,162.0,1.78,1.39,1.1,0.3,4.58,,,3.0
293,Splatoon,WiiU,2015.0,Shooter,Nintendo,2015-05-01,Nintendo,8.3,8.48,210.5,1.55,1.15,1.44,0.43,4.57,Splatoon,,5.0
295,The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,2013-06-01,Naughty Dog,9.25,8.8,378.0,1.78,1.87,0.07,0.82,4.55,The Last of Us,,6.0
296,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,2007-11-01,Neversoft Entertainment,8.17,8.0,120.0,3.19,0.92,0.01,0.42,4.53,Guitar Hero,Activision,11.0
298,Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,2004-09-01,EA Tiburon,8.53,8.42,8.5,4.18,0.26,0.01,0.08,4.53,Madden NFL,,9.0
299,Pitfall!,2600,1981.0,Platform,Activision,0000-01-00,The Blast Furnace,,,,4.21,0.24,0.0,0.05,4.5,,,1.0
300,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,2006-09-01,EA Sports,7.63,7.57,2.5,3.63,0.24,0.01,0.61,4.49,Madden NFL,,9.0
301,Spider-Man: The Movie,PS2,2002.0,Action,Activision,2002-04-01,Treyarch,7.3,7.2,27.0,2.71,1.51,0.03,0.23,4.48,,,4.0
302,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0000-01-00,Enix,7.0,7.4,55.0,0.2,0.14,4.1,0.02,4.47,Dragon Quest,,1.0
303,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2015-10-01,Bluepoint Games,8.3,8.2,113.0,1.96,1.69,0.08,0.74,4.47,Uncharted,,10.0
305,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,2014-11-01,Sledgehammer Games,7.5,6.7,130.5,1.54,1.94,0.19,0.77,4.45,Call of Duty,,11.0
307,God of War,PS2,2005.0,Action,Sony Computer Entertainment,2005-03-01,SCE Santa Monica,8.7,8.55,231.0,2.71,1.29,0.02,0.43,4.45,God of War,,3.0
308,Nintendo Land,WiiU,2012.0,Misc,Nintendo,2012-11-01,Nintendo,6.85,7.25,102.0,2.55,1.11,0.46,0.33,4.44,,,11.0
309,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2010-11-01,Ubisoft Paris,6.03,6.5,52.0,2.67,1.35,0.01,0.39,4.42,Experience,,11.0
311,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2001-11-01,Neversoft Entertainment,8.5,7.83,63.5,2.66,1.29,0.01,0.46,4.41,Tony Hawk,,11.0
312,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,2007-02-01,Konami,8.6,7.45,1.0,0.1,2.39,1.05,0.86,4.39,eFootball (Pro Evolution Soccer),,2.0
313,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2006-03-01,Bethesda Softworks,9.02,8.3,460.0,2.82,1.05,0.13,0.4,4.39,The Elder Scrolls,Take Two Interactive,3.0
315,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,0000-01-00,Nintendo,,7.6,97.0,2.19,0.5,1.61,0.08,4.38,,,1.0
316,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2005-11-01,EA Canada,7.23,7.7,201.0,2.03,1.79,0.08,0.47,4.37,Need For Speed,,11.0
317,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,2006-11-01,Insomniac Games,7.8,7.45,92.0,1.73,1.73,0.14,0.75,4.35,Resistance,Sony Interactive Entertainment Europe,11.0
319,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,0000-01-00,Sonic Team,,,,3.03,0.91,0.26,0.13,4.34,Sonic,,1.0
320,Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2006-03-01,Square Enix,7.85,8.6,137.0,2.2,0.58,1.38,0.17,4.33,Kingdom Hearts,Ubisoft,3.0
321,FIFA 14,X360,2013.0,Sports,Electronic Arts,2013-09-01,EA Canada,8.13,5.45,243.5,0.92,2.93,0.01,0.46,4.31,FIFA EA Sports,,9.0
322,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2014-11-01,High Moon Studios,7.5,6.25,96.5,2.75,1.18,0.0,0.37,4.31,Call of Duty,,11.0
324,Asteroids,2600,1980.0,Shooter,Atari,0000-01-00,,,,,4.0,0.26,0.0,0.05,4.31,Asteroids,,1.0
325,Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2008-10-01,Lionhead Studios,8.45,6.9,205.0,2.51,1.27,0.11,0.41,4.31,Fable,,10.0
326,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2015-10-01,343 Industries,7.7,6.75,78.0,2.64,1.2,0.03,0.39,4.26,Halo,,10.0
328,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2013-11-01,Nintendo,9.15,8.55,314.0,2.11,1.11,0.72,0.3,4.25,Mario,,11.0
329,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2009-08-01,Rocksteady Studios,8.7,8.62,860.0,2.23,1.34,0.07,0.61,4.25,Batman,,8.0
331,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,2011-11-01,Ubisoft Montreal,7.83,7.25,668.5,1.41,2.02,0.1,0.72,4.24,"""Assassin's Creed """,,11.0
332,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,2001-12-01,Mass Media,4.3,7.35,5.5,3.0,1.11,0.05,0.07,4.24,Namco Museum,,12.0
333,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,2004-11-01,KCEJ,8.55,8.95,266.0,1.46,0.0,0.83,1.93,4.23,Metal Gear,,11.0
335,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2006-04-01,Ready at Dawn,7.83,8.18,134.0,2.45,1.02,0.0,0.75,4.22,Jak and Daxter,Sony Interactive Entertainment Europe,4.0
336,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1995-12-01,Blizzard Entertainment,9.0,8.78,44.5,1.7,2.27,0.0,0.23,4.21,Warcraft,,12.0
337,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,1998-12-01,Nintendo,9.25,9.22,1152.0,2.03,1.27,0.62,0.3,4.21,The Legend of Zelda,Nintendo,12.0
339,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,2005-10-01,EA Canada,5.5,6.95,22.0,0.78,2.55,0.04,0.84,4.21,FIFA EA Sports,Electronic Arts,10.0
340,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,2003-11-01,SCEE,5.5,7.5,,0.88,2.3,0.2,0.83,4.2,EyeToy,,11.0
341,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,2016-05-01,Naughty Dog,8.93,8.35,607.5,1.3,2.07,0.18,0.65,4.2,Uncharted,,5.0
343,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,2008-04-01,Polyphony Digital,7.5,6.6,74.0,1.28,1.83,0.57,0.53,4.2,Gran Turismo,,4.0
344,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2011-11-01,Ubisoft Montreal,7.83,7.48,573.0,2.25,1.47,0.04,0.43,4.19,"""Assassin's Creed """,,11.0
345,Street Fighter IV,PS3,2009.0,Fighting,Capcom,2009-02-01,Capcom,9.13,7.83,278.0,2.02,1.06,0.58,0.53,4.19,Street Fighter,Digital Bros.,2.0
346,FIFA 12,X360,2011.0,Sports,Electronic Arts,2011-09-01,EA Canada,7.92,7.75,412.5,0.84,2.79,0.02,0.53,4.19,FIFA EA Sports,,9.0
347,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,0000-01-00,Magic Pockets,,,,3.38,0.44,0.31,0.04,4.17,Les Tortues Ninja,,1.0
348,Excitebike,NES,1984.0,Racing,Nintendo,0000-01-00,Nintendo,4.0,6.4,25.0,2.04,0.48,1.57,0.07,4.16,NES Classics (Famicom Mini),,1.0
349,Frogger,PS,1997.0,Action,Hasbro Interactive,0000-01-00,Sega,5.0,,,3.79,0.27,0.0,0.11,4.16,Frogger,,1.0
350,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,2002-09-01,EA Sports,8.67,7.8,10.5,3.36,0.21,0.01,0.56,4.14,Madden NFL,,9.0
351,Watch Dogs,PS4,2014.0,Action,Ubisoft,2014-05-01,Ubisoft Montreal,8.0,6.6,774.5,1.4,1.86,0.11,0.77,4.14,,,5.0
352,Half-Life,PC,1997.0,Shooter,Vivendi Games,1998-12-01,Valve Software,9.03,8.9,325.0,4.03,0.0,0.09,0.0,4.12,Half-Life,Vivendi Games,12.0
354,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,0000-01-00,Nintendo,9.0,8.8,191.0,1.65,0.61,1.76,0.09,4.12,,Nintendo,1.0
355,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0000-01-00,EA Sports,7.0,6.5,14.0,0.71,2.48,0.03,0.89,4.11,FIFA EA Sports,Electronic Arts,1.0
356,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2011-11-01,Nintendo,8.77,8.13,1016.5,2.14,1.2,0.37,0.4,4.1,The Legend of Zelda,,11.0
357,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,0000-01-00,Capcom,8.0,7.7,97.0,1.42,0.51,2.1,0.07,4.1,Street Fighter,,1.0
358,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2007-08-01,Cat Daddy Games,5.3,6.0,,2.13,1.5,0.05,0.42,4.1,,,8.0
359,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2015-11-01,Bethesda Game Studios,7.6,7.22,121.5,2.45,1.26,0.01,0.37,4.09,Fallout,,11.0
360,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2007-01-01,Blizzard Entertainment,8.3,7.05,597.5,2.57,1.52,0.0,0.0,4.09,,,1.0
361,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2010-10-01,Obsidian Entertainment,7.97,8.23,332.5,2.65,1.06,0.04,0.33,4.08,Fallout,Namco Bandai Partners,10.0
363,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2007-03-01,SCE Santa Monica,8.65,8.6,185.0,2.32,0.04,0.04,1.67,4.07,God of War,Sony Interactive Entertainment Europe,3.0
364,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2007-05-01,Turn 10,8.5,7.95,68.0,2.35,1.28,0.03,0.41,4.06,Forza Motorsport,,5.0
365,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,2006-02-01,Konami,,8.3,,0.12,2.26,0.9,0.77,4.06,eFootball (Pro Evolution Soccer),,2.0
366,Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,0000-01-00,Namco,,,,2.28,1.55,0.16,0.06,4.05,Namco Museum,Sony Interactive Entertainment Europe,1.0
367,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,2000-10-01,Namco,6.75,7.5,35.0,1.68,1.51,0.51,0.35,4.05,Tekken,,10.0
368,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,2014-11-01,Ubisoft Montreal,7.5,7.25,195.5,1.12,2.12,0.1,0.69,4.03,Far Cry,,11.0
369,Star Fox 64,N64,1997.0,Shooter,Nintendo,1997-07-01,Nintendo,7.9,8.15,181.0,2.78,0.58,0.64,0.04,4.03,Star Fox,,7.0
370,Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,2011-11-01,Mojang Studios,8.5,8.3,170.0,1.38,1.87,0.12,0.65,4.02,Minecraft,,11.0
