,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_noteUsers,GK_nbAvis,GK_noteGK,GK_licence,GK_dateTestGK,GK_distributeur,GK_developpeur,GK_frenchName,Name_alphanum,JV_Name,JV_plateforms,JV_reviews,JV_launch_year,JV_launch_date,JV_journalist_rate,JV_players_rates,JV_Name_alphanum
158,GoldenEye 007,N64,1997.0,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09,6.6,75.0,7,,,Eurocom,Eurocom,,goldeneye007,,,,,,,,
159,Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega,2.58,3.9,0.66,0.91,8.06,6.1,48.0,6,,,Sega,,Mario & Sonic aux Jeux Olympiques,mariosonicattheolympicgames,,,,,,,,
160,Final Fantasy X,PS2,2001.0,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,8.0,356.0,8.0,Final Fantasy,2001-07-25,,Squaresoft,Final Fantasy X,finalfantasyx,,,,,,,,
161,Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,8.1,350.0,8.0,Final Fantasy,2000-10-28,Eidos Interactive,Squaresoft,Final Fantasy VIII,finalfantasyviii,,,,,,,,
162,Pokémon Platinum Version,DS,2008.0,Role-Playing,Nintendo,2.82,1.78,2.69,0.55,7.84,7.7,46.0,7,Pokémon ,,,Game Freak,,pokémonplatinumversion,,,,,,,,
163,Pac-Man,2600,1982.0,Puzzle,Atari,7.28,0.45,0.0,0.08,7.81,7.0,38.0,4.0,Pac-Man,2004-07-09,,,,pacman,,,,,,,,
164,Pac-Man,2600,1982.0,Puzzle,Atari,7.28,0.45,0.0,0.08,7.81,7.0,38.0,4.0,Pac-Man,2004-07-09,,,Pac-Man,pacman,,,,,,,,
166,Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72,7.2,72.0,6.5,Grand Theft Auto (GTA),2006-06-22,,Rockstar Leeds,Grand Theft Auto : Liberty City Stories,grandtheftautolibertycitystories,Grand Theft Auto : Liberty City Stories,PSP,505 avis,2005,2005-12-01,8.5,0.0,grandtheftautolibertycitystories
168,Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72,7.2,72.0,6.5,Grand Theft Auto (GTA),2006-06-22,,Rockstar Leeds,Grand Theft Auto: Liberty City Stories,grandtheftautolibertycitystories,Grand Theft Auto : Liberty City Stories,PSP,505 avis,2005,2005-12-01,8.5,0.0,grandtheftautolibertycitystories
169,Super Mario Galaxy 2,Wii,2010.0,Platform,Nintendo,3.66,2.42,0.98,0.64,7.69,8.7,262.0,9.0,Mario,2010-06-11,,Nintendo,Super Mario Galaxy 2,supermariogalaxy2,Super Mario Galaxy 2,Wii,1 531 avis,2010,2010-06-01,9.5,9.2,supermariogalaxy2
170,Star Wars Battlefront (2015),PS4,2015.0,Shooter,Electronic Arts,2.93,3.29,0.22,1.23,7.67,6.7,123.0,7,,,,DICE,,starwarsbattlefront2015,,,,,,,,
172,Call of Duty: Advanced Warfare,PS4,2014.0,Shooter,Activision,2.8,3.3,0.14,1.37,7.6,6.7,111.0,6.0,Call of Duty,2014-11-03,,Sledgehammer Games,Call of Duty : Advanced Warfare,callofdutyadvancedwarfare,Call of Duty : Advanced Warfare,PS4,671 avis,2014,2014-11-01,9.0,6.9,callofdutyadvancedwarfare
174,Call of Duty: Advanced Warfare,PS4,2014.0,Shooter,Activision,2.8,3.3,0.14,1.37,7.6,6.7,111.0,6.0,Call of Duty,2014-11-03,,Sledgehammer Games,Call of Duty: Advanced Warfare,callofdutyadvancedwarfare,Call of Duty : Advanced Warfare,PS4,671 avis,2014,2014-11-01,9.0,6.9,callofdutyadvancedwarfare
177,The Legend of Zelda: Ocarina of Time,N64,1998.0,Action,Nintendo,4.1,1.89,1.45,0.16,7.6,9.1,729.0,9.0,The Legend of Zelda,2011-06-16,Nintendo,Nintendo,The Legend of Zelda : Ocarina of Time,thelegendofzeldaocarinaoftime,The Legend of Zelda : Ocarina of Time,N64,1 371 avis,1998,1998-12-01,9.5,9.65,thelegendofzeldaocarinaoftime
180,The Legend of Zelda: Ocarina of Time,N64,1998.0,Action,Nintendo,4.1,1.89,1.45,0.16,7.6,9.1,729.0,9.0,The Legend of Zelda,2011-06-16,Nintendo,Nintendo,The Legend of Zelda: Ocarina of Time,thelegendofzeldaocarinaoftime,The Legend of Zelda : Ocarina of Time,N64,1 371 avis,1998,1998-12-01,9.5,9.65,thelegendofzeldaocarinaoftime
181,Crash Bandicoot 2: Cortex Strikes Back,PS,1997.0,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58,7.9,83.0,,Crash Bandicoot ,,,Naughty Dog,,crashbandicoot2cortexstrikesback,,,,,,,,
182,Super Mario Bros. 2,NES,1988.0,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,7.5,160.0,8.0,Mario,2001-04-09,,Nintendo,New Super Mario Bros. 2,supermariobros2,,,,,,,,
183,Super Mario Bros. 2,NES,1988.0,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,7.5,160.0,8.0,Mario,2001-04-09,,Nintendo,Super Mario Bros. 2,supermariobros2,,,,,,,,
184,Super Smash Bros. for Wii U and 3DS,3DS,2014.0,Fighting,Nintendo,3.24,1.35,2.42,0.43,7.45,8.3,279.0,9,,,,Namco,,supersmashbrosforwiiuand3ds,,,,,,,,
188,Call of Duty: World at War,X360,2008.0,Shooter,Activision,4.79,1.9,0.0,0.69,7.37,6.6,89.0,6.0,Call of Duty,2008-12-03,,Treyarch,Call of Duty : World at War,callofdutyworldatwar,Call of Duty : World at War,X360,722 avis,2008,2008-11-01,7.0,7.85,callofdutyworldatwar
192,Call of Duty: World at War,X360,2008.0,Shooter,Activision,4.79,1.9,0.0,0.69,7.37,6.6,89.0,6.0,Call of Duty,2008-12-03,,Treyarch,Call of Duty: World at War,callofdutyworldatwar,Call of Duty : World at War,X360,722 avis,2008,2008-11-01,7.0,7.85,callofdutyworldatwar
194,Battlefield 3,X360,2011.0,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34,7.5,297.0,8.0,Battlefield,2011-10-28,,DICE,Battlefield 3,battlefield3,Battlefield 3,X360,1 930 avis,2011,2011-10-01,8.0,0.0,battlefield3
195,The Legend of Zelda: Twilight Princess,Wii,2006.0,Action,Nintendo,3.83,2.19,0.6,0.7,7.31,8.3,564.0,8.666666666666666,The Legend of Zelda,2006-12-04,Nintendo,Nintendo,The Legend of Zelda : Twilight Princess,thelegendofzeldatwilightprincess,,,,,,,,
196,The Legend of Zelda: Twilight Princess,Wii,2006.0,Action,Nintendo,3.83,2.19,0.6,0.7,7.31,8.3,564.0,8.666666666666666,The Legend of Zelda,2006-12-04,Nintendo,Nintendo,The Legend of Zelda: Twilight Princess,thelegendofzeldatwilightprincess,,,,,,,,
197,Call of Duty: Black Ops 3,XOne,2015.0,Shooter,Activision,4.52,2.09,0.01,0.67,7.3,5.6,48.0,6.0,Call of Duty,2015-11-13,,Treyarch,Call of Duty : Black Ops 3,callofdutyblackops3,,,,,,,,
198,Call of Duty: Black Ops 3,XOne,2015.0,Shooter,Activision,4.52,2.09,0.01,0.67,7.3,5.6,48.0,6.0,Call of Duty,2015-11-13,,Treyarch,Call of Duty: Black Ops 3,callofdutyblackops3,,,,,,,,
199,Just Dance,Wii,2009.0,Misc,Ubisoft,3.51,3.03,0.0,0.73,7.27,5.8,6.0,4.0,Just Dance,2009-12-03,,Ubisoft Montpellier,Just Dance,justdance,,,,,,,,
201,Battlefield 3,PS3,2011.0,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23,7.5,297.0,8.0,Battlefield,2011-10-28,,DICE,Battlefield 3,battlefield3,Battlefield 3,PS3,3 601 avis,2011,2011-10-01,8.0,0.0,battlefield3
204,Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,7.1,53.0,7,Need For Speed ,,,EA Black Box,,needforspeedunderground,Need for Speed Underground,PS2,120 avis,2003,2003-11-01,7.0,0.0,needforspeedunderground
205,Tekken 3,PS,1998.0,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,7.9,99.0,,Tekken ,,Sony Interactive Entertainment Europe,Namco,,tekken3,,,,,,,,
206,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,8.2,89.0,7.0,Crash Bandicoot,2000-09-29,,Naughty Dog,Crash Bandicoot 3 : Warped,crashbandicoot3warped,,,,,,,,
207,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,8.2,89.0,7.0,Crash Bandicoot,2000-09-29,,Naughty Dog,Crash Bandicoot 3: Warped,crashbandicoot3warped,,,,,,,,
208,Super Smash Bros. Melee,GC,2001.0,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,,,,,,,HAL Laboratory,Super Smash Bros. Melee,supersmashbrosmelee,,,,,,,,
209,Mario Kart 8,WiiU,2014.0,Racing,Nintendo,3.13,2.07,1.27,0.49,6.96,8.4,439.0,8,,,,Nintendo,,mariokart8,,,,,,,,
210,Fallout 4,PS4,2015.0,Role-Playing,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96,6.6,147.0,6.0,Fallout,2015-11-09,,Bethesda Game Studios,Fallout 4,fallout4,Fallout 4,PS4,237 avis,2015,2015-11-01,8.0,8.45,fallout4
211,Mario Kart: Double Dash!!,GC,2003.0,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95,8.0,304.0,8,,,,Nintendo,,mariokartdoubledash,,,,,,,,
213,Just Dance 4,Wii,2012.0,Misc,Ubisoft,4.14,2.21,0.0,0.56,6.91,6.0,6.0,6.0,Just Dance,2012-10-04,,Ubisoft Montpellier,Just Dance 4,justdance4,Just Dance 4,Wii,104 avis,2012,2012-10-01,8.0,0.0,justdance4
217,FIFA 14,PS3,2013.0,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9,6.9,102.0,7.5,FIFA EA Sports,2013-09-23,,EA Canada,FIFA 14,fifa14,FIFA 14,PS3,1 054 avis,2013,2013-09-01,8.5,0.0,fifa14
220,Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,6.6,58.0,6,Need For Speed ,,,EA Canada,,needforspeedunderground2,Need for Speed Underground 2,PS2,203 avis,2004,2004-11-01,7.5,0.0,needforspeedunderground2
221,Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,7.1,58.0,8,Medal of Honor ,,,Electronic Arts,,medalofhonorfrontline,,,,,,,,
222,Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83,7.9,456.0,8,Uncharted ,,,Naughty Dog,,uncharted3drakesdeception,,,,,,,,
223,Crash Bandicoot,PS,1996.0,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,6.9,13.0,7,Crash Bandicoot ,,,Toys for Bob,,crashbandicoot,,,,,,,,
225,Zumba Fitness,Wii,2010.0,Sports,505 Games,3.5,2.64,0.0,0.67,6.81,5.5,2.0,,Zumba Fitness,2010-12-08,,Pipeworks Software,Zumba Fitness,zumbafitness,Zumba Fitness,Wii,18 avis,2010,2010-11-01,4.5,5.8,zumbafitness
226,Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76,8.2,317.0,8.0,Gears of War,2008-11-07,,Epic Games,Gears of War 2,gearsofwar2,,,,,,,,
227,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73,8.6,582.0,9.0,Uncharted,2009-10-13,Sony Interactive Entertainment Europe,Naughty Dog,Uncharted 2 : Among Thieves,uncharted2amongthieves,Uncharted 2 : Among Thieves,PS3,3 653 avis,2009,2009-10-01,9.5,7.95,uncharted2amongthieves
228,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73,8.6,582.0,9.0,Uncharted,2009-10-13,Sony Interactive Entertainment Europe,Naughty Dog,Uncharted 2: Among Thieves,uncharted2amongthieves,Uncharted 2 : Among Thieves,PS3,3 653 avis,2009,2009-10-01,9.5,7.95,uncharted2amongthieves
231,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,3.1,2.3,0.28,1.04,6.72,7.7,290.0,6.8,Call of Duty,2007-11-09,Activision,Infinity Ward,Call of Duty 4 : Modern Warfare,callofduty4modernwarfare,Call of Duty 4 : Modern Warfare,PS3,1 346 avis,2007,2007-11-01,8.5,8.65,callofduty4modernwarfare
234,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,3.1,2.3,0.28,1.04,6.72,7.7,290.0,6.8,Call of Duty,2007-11-09,Activision,Infinity Ward,Call of Duty 4: Modern Warfare,callofduty4modernwarfare,Call of Duty 4 : Modern Warfare,PS3,1 346 avis,2007,2007-11-01,8.5,8.65,callofduty4modernwarfare
239,FIFA 12,PS3,2011.0,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69,7.5,127.0,6.833333333333333,FIFA EA Sports,2012-02-17,,EA Canada,FIFA 12,fifa12,FIFA 12,PS3,1 278 avis,2011,2011-09-01,9.0,8.0,fifa12
240,Big Brain Academy,DS,2005.0,Misc,Nintendo,1.67,2.78,1.6,0.62,6.67,,,,,,,,,bigbrainacademy,,,,,,,,
241,Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,8.6,613.0,9.0,Red Dead Revolver,2010-05-21,,Rockstar Games,Red Dead Redemption 2,reddeadredemption,Red Dead Redemption,PS3,3 473 avis,2010,2010-05-01,9.0,9.25,reddeadredemption
242,Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,8.6,613.0,9.0,Red Dead Revolver,2010-05-21,,Rockstar Games,Red Dead Redemption,reddeadredemption,Red Dead Redemption,PS3,3 473 avis,2010,2010-05-01,9.0,9.25,reddeadredemption
243,FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59,6.7,57.0,6.0,FIFA EA Sports,2014-09-25,,,FIFA 15,fifa15,FIFA 15,PS4,834 avis,2014,2014-09-01,7.5,4.55,fifa15
244,Donkey Kong Country Returns,Wii,2010.0,Platform,Nintendo,3.25,1.84,1.03,0.47,6.59,8.3,206.0,8.0,Donkey Kong,2010-12-02,,Retro Studios,Donkey Kong Country Returns,donkeykongcountryreturns,Donkey Kong Country Returns,Wii,601 avis,2010,2010-12-01,9.0,0.0,donkeykongcountryreturns
246,The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,8.3,510.0,7.333333333333333,The Elder Scrolls,2011-11-11,,Bethesda Softworks,The Elder Scrolls V : Skyrim,theelderscrollsvskyrim,The Elder Scrolls V : Skyrim,PS3,1 862 avis,2011,2011-11-01,9.0,9.05,theelderscrollsvskyrim
248,The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,8.3,510.0,7.333333333333333,The Elder Scrolls,2011-11-11,,Bethesda Softworks,The Elder Scrolls V: Skyrim,theelderscrollsvskyrim,The Elder Scrolls V : Skyrim,PS3,1 862 avis,2011,2011-11-01,9.0,9.05,theelderscrollsvskyrim
249,The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,8.3,176.0,6.0,The Legend of Zelda,2004-07-09,,Nintendo,The Legend of Zelda : Breath of the Wild,thelegendofzelda,,,,,,,,
250,The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,8.3,176.0,6.0,The Legend of Zelda,2004-07-09,,Nintendo,The Legend of Zelda,thelegendofzelda,,,,,,,,
253,Assassin's Creed III,PS3,2012.0,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5,7.0,406.0,8.0,Assassin's Creed,2012-11-30,,Ubisoft Kiev,Assassin's Creed III,assassinscreediii,Assassin's Creed III,PS3,1 920 avis,2012,2012-10-01,9.0,0.0,assassinscreediii
254,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,8.1,247.0,7.666666666666667,Halo,2001-11-26,,Gearbox Software,Halo : Combat Evolved,halocombatevolved,,,,,,,,
255,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,8.1,247.0,7.666666666666667,Halo,2001-11-26,,Gearbox Software,Halo: Combat Evolved,halocombatevolved,,,,,,,,
256,Pokémon Emerald Version,GBA,2004.0,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,8.0,40.0,7,Pokémon ,,,Nintendo,,pokémonemeraldversion,,,,,,,,
257,Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,7.8,148.0,6.0,Kingdom Hearts,2002-11-19,,Squaresoft,Kingdom Hearts,kingdomhearts,,,,,,,,
258,Pokémon Crystal Version,GB,2000.0,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,8.0,46.0,6,Pokémon ,,,Nintendo,,pokémoncrystalversion,,,,,,,,
259,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,6.6,94.0,6.0,Halo,2009-09-22,,Bungie,Halo 3 : ODST,halo3odst,Halo 3 : ODST,X360,807 avis,2009,2009-09-01,8.0,0.0,halo3odst
260,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,6.6,94.0,6.0,Halo,2009-09-22,,Bungie,Halo 3: ODST,halo3odst,Halo 3 : ODST,X360,807 avis,2009,2009-09-01,8.0,0.0,halo3odst
261,Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,8.6,613.0,9.0,Red Dead Revolver,2010-05-21,,Rockstar Games,Red Dead Redemption 2,reddeadredemption,Red Dead Redemption,X360,2 837 avis,2010,2010-05-01,9.0,9.35,reddeadredemption
262,Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,8.6,613.0,9.0,Red Dead Revolver,2010-05-21,,Rockstar Games,Red Dead Redemption,reddeadredemption,Red Dead Redemption,X360,2 837 avis,2010,2010-05-01,9.0,9.35,reddeadredemption
263,Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,,,,Mario ,,,Nintendo,Super Mario Sunshine,supermariosunshine,,,,,,,,
264,Street Fighter II: The World Warrior,SNES,1992.0,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,8.3,124.0,,Street Fighter ,,,Capcom,,streetfighteriitheworldwarrior,,,,,,,,
265,World of Warcraft,PC,2004.0,Role-Playing,Activision,0.07,6.21,0.0,0.0,6.28,8.3,166.0,8.0,Warcraft,2005-02-11,Vivendi Games,Blizzard Entertainment,World of Warcraft,worldofwarcraft,World of Warcraft,PC,1 088 avis,2005,2005-02-01,9.0,0.0,worldofwarcraft
266,Driver,PS,1999.0,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,7.3,78.0,8.0,Driver,2000-09-18,,Ubisoft Reflections,Driver,driver,,,,,,,,
267,Kinect Sports,X360,2010.0,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,6.2,13.0,5.0,Kinect Sports,2010-11-05,,Rare,Kinect Sports,kinectsports,,,,,,,,
268,Gears of War 3,X360,2011.0,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24,7.8,264.0,8.0,Gears of War,2011-09-20,,Epic Games,Gears of War 3,gearsofwar3,,,,,,,,
270,Gears of War,X360,2006.0,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,7.9,368.0,8.0,Gears of War,2007-11-16,,Epic Games,Gears of War,gearsofwar,Gears of War,X360,996 avis,2006,2006-11-01,9.0,8.75,gearsofwar
271,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,8.4,303.0,9.0,Metal Gear,2002-01-29,,Konami,Metal Gear Solid 2 : Sons of Liberty,metalgearsolid2sonsofliberty,Metal Gear Solid 2 : Sons of Liberty,PS2,62 avis,2002,2002-03-01,9.5,8.55,metalgearsolid2sonsofliberty
272,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,8.4,303.0,9.0,Metal Gear,2002-01-29,,Konami,Metal Gear Solid 2: Sons of Liberty,metalgearsolid2sonsofliberty,Metal Gear Solid 2 : Sons of Liberty,PS2,62 avis,2002,2002-03-01,9.5,8.55,metalgearsolid2sonsofliberty
273,Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega,4.47,1.2,0.16,0.19,6.03,8.2,217.0,,Sonic ,,,Sonic Team,,sonicthehedgehog2,,,,,,,,
274,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,7.9,373.0,8.0,Metal Gear,2008-06-14,,Kojima Productions,Metal Gear Solid 4 : Guns of the Patriots,metalgearsolid4gunsofthepatriots,,,,,,,,
275,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,7.9,373.0,8.0,Metal Gear,2008-06-14,,Kojima Productions,Metal Gear Solid 4: Guns of the Patriots,metalgearsolid4gunsofthepatriots,,,,,,,,
276,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,,,,Metal Gear ,,,Kojima Productions,Metal Gear Solid V : The Phantom Pain,metalgearsolid,,,,,,,,
277,The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,8.8,726.0,9.0,The Last of Us,2014-07-28,,Naughty Dog,The Last of Us,thelastofus,The Last of Us,PS3,287 avis,2013,2013-06-01,9.5,7.85,thelastofus
278,Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,7.7,314.0,9.0,Final Fantasy,2007-02-22,,Square Enix,Final Fantasy XII : The Zodiac Age,finalfantasyxii,,,,,,,,
279,Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,7.7,314.0,9.0,Final Fantasy,2007-02-22,,Square Enix,Final Fantasy XII,finalfantasyxii,,,,,,,,
282,LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,,,,LittleBigPlanet ,,,Media Molecule,LittleBigPlanet,littlebigplanet,LittleBigPlanet,PS3,1 105 avis,2008,2008-11-01,9.0,0.0,littlebigplanet
283,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84,7.8,115.0,8,Dragon Quest ,,,Level-5,,dragonquestixsentinelsofthestarryskies,,,,,,,,
284,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,3.66,1.63,0.0,0.53,5.83,6.9,63.0,6,,,Activision,"""Traveller's Tales""",,legostarwarsthecompletesaga,,,,,,,,
285,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,8.2,235.0,5.0,Resident Evil,2003-06-03,,Capcom,Resident Evil 2 (Remake),residentevil2,,,,,,,,
286,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,8.2,235.0,5.0,Resident Evil,2003-06-03,,Capcom,Resident Evil 2,residentevil2,,,,,,,,
287,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,7.7,60.0,,Tekken ,,Sony Interactive Entertainment Europe,Namco,,tekken2,,,,,,,,
288,Cooking Mama,DS,2006.0,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,4.4,8.0,5.0,Mama,2007-05-25,Digital Bros.,Office Create,Cooking Mama,cookingmama,,,,,,,,
289,Destiny,PS4,2014.0,Shooter,Activision,2.49,2.05,0.16,0.96,5.65,6.7,116.0,6.0,Destiny,2014-09-12,,Bungie,Destiny,destiny,Destiny,PS4,847 avis,2014,2014-09-01,8.0,7.35,destiny
290,Tetris,NES,1988.0,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,,,,Tetris ,,,Bullet-Proof Software,Tetris,tetris,,,,,,,,
292,Assassin's Creed II,PS3,2009.0,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,7.9,556.0,7.75,Assassin's Creed,2010-03-05,,Ubisoft Montréal,Assassin's Creed II,assassinscreedii,Assassin's Creed II,PS3,2 347 avis,2009,2009-11-01,9.0,9.0,assassinscreedii
294,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,,,,Nintendo,,,Nintendo,Super Smash Bros. Ultimate,supersmashbros,Super Smash Bros.,N64,282 avis,1999,1999-12-01,8.0,8.5,supersmashbros
297,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,7.0,532.0,7.0,Assassin's Creed,2008-04-11,,,,assassinscreed,Assassin's Creed,X360,1 387 avis,2007,2007-11-01,9.0,8.45,assassinscreed
300,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,7.0,532.0,7.0,Assassin's Creed,2008-04-11,,,Assassin's Creed,assassinscreed,Assassin's Creed,X360,1 387 avis,2007,2007-11-01,9.0,8.45,assassinscreed
303,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,8.3,487.0,8.0,Batman,2011-10-19,,Rocksteady Studios,Batman : Arkham City,batmanarkhamcity,Batman Arkham City,PS3,1 332 avis,2011,2011-10-01,9.5,9.3,batmanarkhamcity
306,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,8.3,487.0,8.0,Batman,2011-10-19,,Rocksteady Studios,Batman: Arkham City,batmanarkhamcity,Batman Arkham City,PS3,1 332 avis,2011,2011-10-01,9.5,9.3,batmanarkhamcity
307,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,8.1,104.0,8.0,Forza Motorsport,2009-10-14,,Turn 10,Forza Motorsport 3,forzamotorsport3,,,,,,,,
308,Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,7.4,34.0,6.0,Monster Hunter,2009-06-29,,Capcom,Monster Hunter Freedom Unite,monsterhunterfreedomunite,,,,,,,,
309,Super Mario Advance,GBA,2001.0,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,8.9,197.0,9,Mario ,,,Nintendo,,supermarioadvance,,,,,,,,
311,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,7.8,140.0,9,,,,Intelligent Systems,,mariokartsupercircuit,Mario Kart : Super Circuit,GBA,302 avis,2001,2001-09-01,9.0,0.0,mariokartsupercircuit
