,Name,Platform,Year,Genre,Publisher,Studio,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,Mois,Date_Sortie,RM_Publisher,RM_Publisher_score,RM_Publisher_rate,RM_Publisher_reviews,RM_Studio,RM_Studio_score,RM_Studio_rate,RM_Studio_reviews,RM_Licence,RM_Licence_score,RM_Licence_rate,RM_Licence_reviews,is_serie,is_top_serie,is_top_studio,is_e3,is_launch_plateform_associated
99,Battlefield 3,X360,2011,Shooter,Electronic Arts,EA DICE,4.46,2.13,0.06,0.69,7.34,Battlefield,10,2011-10-01,0.22,6.25,7.2,4.0,0.71,8.4,8.02,563.0,2.97,8.43,8.28,703.0,1,1,1,1,0
100,The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,Nintendo,3.83,2.19,0.6,0.7,7.31,The Legend of Zelda,11,2006-11-01,2.18,6.45,6.95,12.0,1.2,6.8,7.45,22.0,1.42,8.13,8.6,358.5,0,1,1,1,1
101,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,Treyarch,4.52,2.09,0.01,0.67,7.3,Call of Duty,1,2015-01-01,0.13,6.8,6.55,1.0,0.36,6.8,5.07,87.5,0.41,7.6,5.42,188.0,1,0,1,1,0
102,Just Dance,Wii,2009,Misc,Ubisoft,Ubisoft Paris,3.51,3.03,0.0,0.73,7.27,Just Dance,11,2009-11-01,0.05,6.15,6.4,19.0,2.04,6.15,6.4,19.0,0.02,6.0,6.8,12.0,1,1,1,0,0
103,Battlefield 3,PS3,2011,Shooter,Electronic Arts,EA DICE,2.85,2.93,0.35,1.1,7.23,Battlefield,10,2011-10-01,0.09,7.92,7.33,74.5,2.83,6.83,6.65,375.5,0.71,8.4,8.02,563.0,1,1,1,1,0
104,Need for Speed Underground,PS2,2003,Racing,Electronic Arts,EA Black Box,3.27,2.83,0.08,1.02,7.2,Need For Speed,11,2003-11-01,0.12,7.6,6.7,30.5,0.18,8.25,6.5,0.0,1.0,4.0,5.5,4.0,1,1,1,1,0
105,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,Namco,3.27,2.22,1.4,0.29,7.16,Tekken,4,1998-04-01,0.07,5.0,5.0,1.0,0.58,5.0,7.6,42.0,5.74,8.9,8.0,60.0,1,0,1,0,1
106,Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,Naughty Dog,3.68,1.75,1.42,0.28,7.13,Crash Bandicoot,10,1998-10-01,7.16,9.6,8.5,99.0,7.58,9.6,7.9,83.0,6.82,7.0,6.9,13.0,1,0,1,0,0
107,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,HAL Labs,4.41,1.04,1.39,0.22,7.07,Super Smash Bros. Melee,12,2001-12-01,2.26,8.6,8.3,102.5,5.55,7.95,8.6,282.0,5.55,7.95,8.6,282.0,1,0,0,1,0
108,Mario Kart 8,WiiU,2014,Racing,Nintendo,Nintendo,3.13,2.07,1.27,0.49,6.96,Mario Kart 8,5,2014-05-01,0.4,6.3,8.0,10.0,0.89,7.2,7.15,10.0,0.89,7.2,7.15,10.0,1,1,1,1,0
109,Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.47,3.15,0.24,1.1,6.96,Fallout,11,2015-11-01,0.08,7.55,7.2,39.5,6.56,8.51,7.98,1186.0,1.16,7.97,8.32,410.5,1,0,0,1,0
110,Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,Nintendo,4.12,1.77,0.87,0.19,6.95,Mario Kart: Double Dash!!,11,2003-11-01,1.04,6.7,7.55,5.0,0.71,7.3,7.8,36.0,0.71,7.3,7.8,36.0,1,1,1,1,0
111,Just Dance 4,Wii,2012,Misc,Ubisoft,Ubisoft,4.14,2.21,0.0,0.56,6.91,Just Dance,10,2012-10-01,0.21,,,,0.21,,,,0.29,,,,1,1,1,1,1
112,FIFA 14,PS3,2013,Sports,Electronic Arts,EA Canada,0.78,4.32,0.07,1.73,6.9,FIFA EA Sports,9,2013-09-01,0.82,7.2,6.3,4.0,0.72,7.73,7.02,127.5,0.29,7.9,5.9,136.0,1,1,1,1,1
113,Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,EA Canada,2.71,3.02,0.08,1.09,6.9,Need For Speed,11,2004-11-01,0.11,5.45,8.6,2.0,0.14,7.4,7.75,23.0,1.14,6.0,6.6,58.0,1,1,1,1,0
114,Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,EA LA,2.93,2.75,0.17,0.99,6.83,Medal of Honor,5,2002-05-01,0.12,7.77,6.95,19.5,0.12,7.77,6.95,19.5,2.67,9.2,8.7,19.5,1,0,1,1,0
115,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,Naughty Dog,2.77,2.8,0.19,1.06,6.83,Uncharted,11,2011-11-01,1.15,7.0,6.35,22.0,6.73,9.37,8.45,2117.5,6.73,9.37,8.45,2117.5,1,0,1,0,0
116,Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,Toys for Bob,3.23,2.35,0.94,0.3,6.82,Crash Bandicoot,1,1996-01-01,0.03,,,,0.03,,,,0.03,,,,1,0,0,0,0
117,Zumba Fitness,Wii,2010,Sports,505 Games,Pipeworks Software,3.5,2.64,0.0,0.67,6.81,Zumba Fitness,11,2010-11-01,0.1,,,,1.26,,,,1.26,,,,0,0,0,0,0
118,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,Epic Games,4.15,1.92,0.06,0.64,6.76,Gears of War,11,2008-11-01,4.31,8.45,6.9,205.0,0.06,8.1,7.45,91.0,6.11,8.8,8.35,682.0,1,0,0,1,0
119,Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,Naughty Dog,3.27,2.25,0.21,1.0,6.73,Uncharted,10,2009-10-01,0.34,7.4,7.2,23.0,0.55,6.8,7.1,10.0,4.94,7.93,7.93,997.0,1,0,1,0,0
120,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,Infinity Ward,3.1,2.3,0.28,1.04,6.72,Call of Duty,11,2007-11-01,0.01,4.35,5.55,3.0,0.06,8.03,8.0,257.5,2.14,5.7,6.45,6.0,1,0,1,1,0
121,FIFA 12,PS3,2011,Sports,Electronic Arts,EA Canada,0.84,4.32,0.11,1.42,6.69,FIFA EA Sports,9,2011-09-01,0.1,3.65,4.5,75.0,1.15,7.97,7.52,75.0,1.08,7.65,7.0,108.0,1,1,1,1,0
122,Big Brain Academy,DS,2005,Misc,Nintendo,Nintendo,1.67,2.78,1.6,0.62,6.67,Big Brain Academy,6,2005-06-01,0.39,7.15,6.65,35.0,20.22,7.7,7.7,35.0,20.22,7.7,7.7,35.0,0,0,1,0,0
123,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,Rockstar San Diego,2.79,2.61,0.17,1.03,6.6,Red Dead Revolver,5,2010-05-01,0.07,7.73,7.92,137.0,2.45,7.73,7.92,137.0,0.55,6.7,7.55,28.0,1,1,0,0,0
124,FIFA 15,PS4,2014,Sports,Electronic Arts,EA Sports,0.79,4.29,0.05,1.47,6.59,FIFA EA Sports,9,2014-09-01,1.51,8.0,6.87,5.0,1.51,8.0,6.87,5.0,0.71,6.15,5.45,4.0,1,1,1,1,0
125,Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,Retro Studios,3.25,1.84,1.03,0.47,6.59,Donkey Kong,12,2010-12-01,0.48,4.9,5.95,3.0,1.82,8.5,8.5,137.0,0.64,4.3,6.0,5.0,1,1,0,1,1
126,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.55,2.71,0.25,1.05,6.56,The Elder Scrolls,11,2011-11-01,0.05,5.87,6.43,41.5,0.99,8.2,7.85,451.5,3.12,8.99,8.28,279.5,0,0,0,1,0
127,The Legend of Zelda,NES,1986,Action,Nintendo,Nintendo,3.74,0.93,1.69,0.14,6.51,The Legend of Zelda,1,1986-01-01,0.92,5.0,5.0,5.0,1.32,5.0,5.0,5.0,1.32,5.0,5.0,5.0,0,1,1,0,0
128,Assassin's Creed III,PS3,2012,Action,Ubisoft,Ubisoft,2.64,2.56,0.16,1.14,6.5,Assassin's Creed,10,2012-10-01,0.18,7.05,6.15,47.0,0.12,7.1,8.02,21.0,0.59,8.6,8.1,425.5,1,1,1,1,1
129,Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,Bungie Software,4.98,1.3,0.08,0.07,6.43,Halo,11,2001-11-01,0.25,8.0,8.0,1.0,0.25,8.0,8.0,1.0,0.25,8.0,8.0,1.0,1,1,0,1,1
130,PokǸmon Emerald Version,GBA,2004,Role-Playing,Nintendo,Nintendo,2.57,1.58,2.06,0.21,6.41,PokǸmon,1,2004-01-01,10.49,8.35,8.3,304.0,6.95,8.35,8.3,304.0,1.56,7.55,7.45,7.0,0,0,1,0,0
131,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,SquareSoft,3.64,1.2,1.49,0.07,6.4,Kingdom Hearts,9,2002-09-01,3.65,7.6,7.5,5.0,8.05,8.6,8.45,356.0,8.05,8.6,8.45,356.0,1,0,0,1,0
132,PokǸmon Crystal Version,GB,2000,Role-Playing,Nintendo,Nintendo,2.55,1.56,1.29,0.99,6.39,PokǸmon,1,2000-01-01,5.27,7.67,8.22,160.5,5.07,7.67,8.22,160.5,5.31,7.0,7.1,7.0,0,0,1,0,0
133,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,Bungie Software,4.34,1.35,0.06,0.61,6.36,Halo,9,2009-09-01,2.63,6.6,6.9,38.0,0.69,8.9,7.45,2.0,0.1,7.4,7.23,160.5,1,1,0,1,0
134,Red Dead Redemption,X360,2010,Action,Take-Two Interactive,Rockstar San Diego,3.7,1.97,0.09,0.57,6.34,Red Dead Revolver,5,2010-05-01,0.13,7.7,6.8,4.0,2.35,7.7,7.75,116.5,1.45,6.93,7.4,65.0,1,1,0,0,0
135,Super Mario Sunshine,GC,2002,Platform,Nintendo,Nintendo,4.01,1.26,0.87,0.17,6.31,Mario,8,2002-08-01,0.36,7.1,7.4,1.0,0.47,7.1,6.7,3.0,5.46,9.0,8.9,286.0,1,1,1,1,0
136,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,Capcom,2.47,0.83,2.87,0.12,6.3,Street Fighter,1,1992-01-01,0.93,8.0,7.1,12.0,0.12,8.0,8.3,18.0,0.12,8.0,8.3,18.0,1,0,1,0,0
137,World of Warcraft,PC,2004,Role-Playing,Activision,Blizzard Entertainment,0.07,6.21,0.0,0.0,6.28,Warcraft,2,2004-02-01,0.26,3.0,5.0,1.0,0.13,9.07,8.95,313.0,0.13,9.07,8.95,313.0,0,0,0,1,0
138,Driver,PS,1999,Action,GT Interactive,Reflections Interactive,3.11,2.8,0.02,0.33,6.27,Driver,6,1999-06-01,0.31,,,,0.31,,,,0.31,,,,1,0,0,0,0
139,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,Rare Ltd.,3.92,1.78,0.03,0.51,6.24,Kinect Sports,11,2010-11-01,5.13,7.83,6.85,746.0,0.48,7.6,7.85,10.0,0.48,7.6,7.85,10.0,0,0,0,1,0
140,Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,Epic Games,4.05,1.62,0.07,0.49,6.24,Gears of War,9,2011-09-01,0.03,7.43,7.5,8.0,0.53,7.43,7.48,177.5,0.02,8.57,7.87,241.5,1,0,0,1,0
141,Gears of War,X360,2006,Shooter,Microsoft Game Studios,Epic Games,3.54,1.9,0.07,0.6,6.11,Gears of War,11,2006-11-01,0.07,8.65,6.7,3.0,0.02,8.65,8.6,42.0,0.02,8.65,8.6,42.0,1,0,0,1,0
142,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,KCEJ,2.45,2.01,0.87,0.72,6.05,Metal Gear,3,2001-03-01,2.38,5.9,5.5,1.0,1.88,5.7,7.4,9.0,0.11,7.0,8.6,18.0,1,1,0,1,0
143,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,Sonic Team,4.47,1.2,0.16,0.19,6.03,Sonic,1,1992-01-01,2.6,,,,4.34,,,,4.34,,,,1,1,1,0,0
144,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,Kojima Productions,2.63,1.74,0.83,0.83,6.03,Metal Gear,6,2008-06-01,2.54,5.0,5.4,78.0,1.19,8.35,7.45,78.0,0.46,8.35,8.8,2.0,1,1,0,0,0
145,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,KCEJ,3.18,1.83,0.78,0.24,6.03,Metal Gear,10,1998-10-01,0.68,8.2,9.05,59.0,0.68,8.2,9.05,59.0,0.68,8.2,9.05,59.0,1,1,0,0,0
146,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,Naughty Dog,2.41,2.28,0.28,1.01,5.99,The Last of Us,6,2013-06-01,0.55,7.25,7.75,63.0,1.74,8.0,7.4,204.0,1.74,8.0,7.4,204.0,0,0,1,1,0
147,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,Square Enix,1.88,0.0,2.33,1.74,5.95,Final Fantasy,10,2006-10-01,1.48,4.85,6.85,44.0,1.48,4.85,6.85,44.0,0.19,6.3,6.9,34.0,1,1,1,1,0
148,LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,SCE/WWS,2.8,2.05,0.17,0.9,5.92,LittleBigPlanet,11,2008-11-01,0.17,7.13,7.37,20.0,0.09,7.13,7.37,20.0,0.09,7.13,7.37,20.0,0,0,0,0,0
149,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,Level 5,0.66,0.69,4.35,0.15,5.84,Dragon Quest,7,2009-07-01,0.6,8.0,8.3,59.0,0.93,5.7,6.9,13.0,0.71,5.75,5.55,23.0,1,1,0,0,0
150,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,Traveller's Tales,3.66,1.63,0.0,0.53,5.83,LEGO Star Wars: The Complete Saga,11,2007-11-01,0.1,6.6,4.25,2.0,0.11,5.1,6.4,2.0,0.11,5.1,6.4,2.0,0,0,1,0,0
151,Resident Evil 2,PS,1998,Action,Virgin Interactive,Capcom,1.88,1.47,2.02,0.45,5.82,Resident Evil,1,1998-01-01,0.04,8.3,8.3,50.0,0.07,8.3,8.3,50.0,3.77,8.3,8.3,50.0,1,1,1,0,0
152,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,Namco,2.26,1.89,1.36,0.23,5.74,Tekken,8,1996-08-01,0.15,,,,0.2,,,,0.2,,,,1,0,1,0,1
153,Cooking Mama,DS,2006,Simulation,505 Games,Taito Corporation,3.13,1.94,0.07,0.58,5.72,Mama,9,2006-09-01,0.07,5.7,6.3,1.0,0.22,3.95,6.6,1.0,0.22,3.95,6.6,1.0,1,0,0,0,0
154,Destiny,PS4,2014,Shooter,Activision,Bungie Software,2.49,2.05,0.16,0.96,5.65,Destiny,9,2014-09-01,0.02,6.0,8.5,3.0,12.14,8.3,7.98,879.0,12.14,8.3,7.98,879.0,0,0,0,1,0
155,Tetris,NES,1988,Puzzle,Nintendo,Bullet-Proof Software,2.97,0.69,1.81,0.11,5.58,Tetris,1,1988-01-01,17.28,9.0,8.9,197.0,17.28,9.0,8.9,197.0,17.28,9.0,8.9,197.0,1,1,0,0,1
156,Assassin's Creed II,PS3,2009,Action,Ubisoft,Ubisoft Montreal,2.54,1.95,0.21,0.87,5.57,Assassin's Creed,11,2009-11-01,0.03,7.39,7.0,278.5,1.08,7.39,7.0,278.5,4.83,8.03,7.5,1014.0,1,1,1,1,0
157,Super Smash Bros.,N64,1999,Fighting,Nintendo,HAL Labs,2.95,0.6,1.97,0.04,5.55,Nintendo,12,1999-12-01,0.31,6.75,6.38,8.0,0.31,6.75,6.38,8.0,3.83,9.0,6.38,201.0,1,0,0,1,0
158,Assassin's Creed,X360,2007,Adventure,Ubisoft,Ubisoft Montreal,3.28,1.65,0.07,0.55,5.55,Assassin's Creed,11,2007-11-01,0.16,5.0,6.7,2.0,0.01,5.0,5.0,2.0,0.01,5.0,5.0,2.0,1,1,1,1,0
159,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,2.7,1.91,0.11,0.8,5.53,Batman,10,2011-10-01,0.11,8.73,8.5,783.0,3.5,8.73,8.5,783.0,3.5,8.73,8.5,783.0,1,0,0,1,0
160,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,Turn 10,2.99,1.92,0.1,0.51,5.51,Forza Motorsport,10,2009-10-01,6.36,7.43,7.1,450.5,4.06,8.5,7.95,68.0,1.05,8.6,7.8,23.0,1,0,0,1,0
161,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,Capcom,0.47,0.57,4.13,0.34,5.5,Monster Hunter,6,2008-06-01,0.29,7.0,4.0,2.0,1.35,8.13,7.88,247.0,1.35,6.55,7.9,34.0,1,1,1,0,0
162,Super Mario Advance,GBA,2001,Platform,Nintendo,Nintendo,3.14,1.24,0.91,0.2,5.49,Mario,6,2001-06-01,0.42,7.1,7.5,286.0,5.46,9.0,8.9,286.0,1.38,7.93,8.6,96.0,1,1,1,0,1
163,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,Intelligent Systems,2.62,1.64,0.99,0.23,5.47,Mario Kart: Super Circuit,9,2001-09-01,1.04,8.3,7.58,86.0,1.38,7.93,8.6,96.0,1.38,7.93,8.6,96.0,1,1,1,0,0
164,Super Mario World,GBA,2001,Platform,Nintendo,Nintendo,3.21,1.11,0.95,0.2,5.46,Mario,1,2001-01-01,3.36,9.0,9.02,507.0,0.45,8.05,7.55,10.0,2.32,8.55,8.3,43.0,1,1,1,0,1
165,Pokemon Stadium,N64,1999,Strategy,Nintendo,HAL Laboratory,3.18,1.24,0.94,0.09,5.45,PokǸmon,1,1999-01-01,3.7,8.0,7.38,90.0,0.36,8.0,7.38,9.0,3.7,8.0,7.38,90.0,1,1,0,0,0
166,Call of Duty: World at War,PS3,2008,Shooter,Activision,Treyarch,2.72,1.87,0.0,0.84,5.43,Call of Duty,11,2008-11-01,0.02,5.1,6.9,15.0,0.02,5.1,6.9,15.0,1.06,7.6,7.55,209.5,1,0,1,1,0
167,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,Traveller's Tales,2.07,2.29,0.24,0.82,5.42,Crash Bandicoot,10,2001-10-01,0.0,0.0,0.0,0.0,0.63,4.2,5.1,3.0,4.79,7.4,8.3,29.0,1,0,1,0,0
168,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,Mojang Studios,1.97,2.51,0.0,0.94,5.42,Minecraft,11,2014-11-01,2.0,6.55,6.0,3.0,9.2,8.5,8.0,497.5,9.2,8.5,8.0,497.5,0,1,0,1,0
169,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,Square Enix,1.74,1.24,1.87,0.52,5.36,Final Fantasy,3,2009-03-01,0.02,6.03,6.78,112.5,0.69,6.03,6.78,112.5,0.08,6.03,8.1,3.0,1,1,1,1,0
170,Dr. Mario,GB,1989,Puzzle,Nintendo,Mario,2.18,0.96,2.0,0.2,5.34,Mario,1,1989-01-01,1.56,9.0,7.0,8.0,1.56,9.0,7.0,8.0,17.28,9.0,8.9,197.0,0,0,0,0,0
171,Pokemon Pinball,GB,1999,Misc,Nintendo,Nintendo,3.02,1.12,1.01,0.16,5.31,PokǸmon,1,1999-01-01,23.1,6.0,8.2,136.0,3.7,8.0,8.2,90.0,23.1,6.0,8.2,136.0,1,1,1,0,0
172,Assassin's Creed III,X360,2012,Action,Ubisoft,Ubisoft,3.13,1.71,0.03,0.44,5.3,Assassin's Creed,10,2012-10-01,6.91,7.13,6.85,55.0,6.91,7.13,6.85,55.0,1.47,5.5,6.1,88.0,1,1,1,1,1
173,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,SquareSoft,1.62,0.77,2.78,0.14,5.3,Final Fantasy,11,2000-11-01,0.51,6.95,7.95,58.0,0.58,6.95,7.95,58.0,7.86,8.5,8.4,350.0,1,1,0,0,0
174,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,SquareSoft,1.92,1.08,2.11,0.17,5.29,Final Fantasy,11,2003-11-01,0.06,4.2,1.2,0.0,0.77,4.25,4.85,9.0,0.13,4.25,7.9,9.0,1,1,0,1,0
175,Donkey Kong 64,N64,1999,Platform,Nintendo,Rare Ltd.,3.33,0.79,1.09,0.06,5.27,Donkey Kong,11,1999-11-01,1.47,6.75,6.83,19.0,3.65,9.1,9.0,178.5,5.15,8.0,8.6,100.5,1,1,0,0,1
176,Assassin's Creed II,X360,2009,Action,Ubisoft,Ubisoft Montreal,3.1,1.56,0.08,0.51,5.27,Assassin's Creed,11,2009-11-01,7.27,4.45,6.8,6.0,1.01,7.26,7.02,297.5,0.92,8.0,7.6,699.0,1,1,1,1,0
177,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,Level 5,1.22,2.48,1.03,0.52,5.26,Professeur Layton,2,2007-02-01,0.03,7.93,7.95,104.0,0.84,7.93,7.95,104.0,0.84,7.93,7.95,104.0,0,0,0,0,0
178,Tomb Raider II,PS,1997,Action,Eidos Interactive,Core Design,2.3,2.46,0.2,0.28,5.24,Tomb Raider,1,1997-01-01,1.03,8.53,8.05,373.0,0.19,8.53,7.0,3.0,1.03,8.53,8.05,373.0,1,1,0,1,1
179,Madden NFL 2004,PS2,2003,Sports,Electronic Arts,EA Tiburon,4.26,0.26,0.01,0.71,5.23,Madden NFL,9,2003-09-01,0.51,9.4,7.2,0.0,1.09,8.6,7.6,0.0,1.09,8.6,7.6,0.0,1,1,1,1,0
180,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,Level 5,0.65,0.75,3.61,0.2,5.21,Dragon Quest,11,2004-11-01,0.27,6.7,8.6,1.0,1.54,7.0,7.72,67.5,1.21,7.0,7.4,116.0,1,1,0,1,0
181,Diablo III,PC,2012,Role-Playing,Activision,Blizzard Entertainment,2.43,2.15,0.0,0.62,5.2,Diablo,5,2012-05-01,0.75,7.13,6.65,148.0,4.83,9.15,8.35,269.0,0.13,8.1,8.5,363.0,1,0,0,0,0
182,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,Nintendo,2.93,1.25,0.83,0.2,5.2,Mario,1,2003-01-01,1.68,8.73,8.6,152.5,1.68,8.73,8.6,152.5,5.49,8.7,8.1,197.0,1,1,1,0,1
183,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,Nintendo,2.32,1.3,1.27,0.31,5.19,Mario,11,2012-11-01,0.72,7.6,7.6,140.0,9.82,7.4,7.0,140.0,12.21,8.25,8.05,272.0,0,0,1,1,1
184,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,Nintendo,2.49,0.98,1.57,0.15,5.19,Super Mario Land 3: Wario Land,1,1994-01-01,0.13,9.0,9.0,201.0,3.83,9.0,9.0,201.0,3.83,9.0,9.0,201.0,1,1,1,0,1
185,FIFA Soccer 13,X360,2012,Action,Electronic Arts,Electronic Arts,1.08,3.48,0.03,0.58,5.18,FIFA EA Sports,9,2012-09-01,0.01,8.15,6.53,16.0,0.51,6.73,6.58,4.0,0.62,7.9,7.2,4.0,1,1,0,0,1
186,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,Nintendo,1.9,1.83,0.95,0.49,5.17,The Legend of Zelda,10,2007-10-01,1.82,8.5,8.5,137.0,22.72,8.0,6.9,52.0,7.31,9.08,8.65,564.0,0,1,1,0,0
187,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,Nintendo,2.1,0.74,2.2,0.11,5.15,Donkey Kong,12,1995-12-01,0.15,7.5,8.7,3.0,0.62,7.5,8.15,15.0,9.3,8.0,8.95,206.5,1,1,1,0,1
188,Tomodachi Life,3DS,2013,Simulation,Nintendo,Nintendo,0.96,2.02,1.89,0.28,5.15,Tomodachi Collection,6,2013-06-01,0.92,6.05,6.75,1.0,4.44,6.85,7.25,102.0,4.44,6.85,7.25,102.0,0,0,1,0,0
189,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,Sega,1.64,2.48,0.44,0.58,5.14,Mario & Sonic at the Olympic Games,1,2008-01-01,0.38,3.4,5.15,3.0,8.06,6.35,6.9,48.0,8.06,6.35,6.9,48.0,0,1,1,0,0
190,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,EA LA,1.98,2.23,0.13,0.8,5.13,Medal of Honor,11,2003-11-01,7.2,7.5,7.85,86.5,6.83,8.4,7.75,58.0,0.59,8.0,7.3,58.0,1,0,1,1,0
191,Kirby's Dream Land,GB,1992,Platform,Nintendo,HAL Laboratory,2.71,0.61,1.7,0.11,5.13,Kirby,11,1992-11-01,1.12,8.5,7.4,8.0,0.06,8.5,7.1,8.0,2.19,8.5,7.53,8.5,1,0,0,0,0
192,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,Lionhead Studios,3.59,1.11,0.05,0.38,5.13,Fable,10,2010-10-01,1.12,5.5,5.9,14.0,0.04,7.97,8.02,45.0,0.07,7.77,7.75,47.0,1,0,0,1,0
193,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,Sledgehammer Games,3.21,1.53,0.01,0.38,5.13,Call of Duty,11,2014-11-01,0.07,8.5,10.0,1.0,7.6,7.77,6.47,391.0,0.36,6.8,5.07,87.5,1,0,0,1,0
194,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,Asobo Studio,3.22,1.69,0.0,0.2,5.12,Flight Simulator,8,1996-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
195,Guitar Hero II,PS2,2006,Misc,RedOctane,Harmonix Music Systems,3.81,0.63,0.0,0.68,5.12,Guitar Hero,11,2006-11-01,2.38,8.7,8.7,39.5,0.07,8.0,8.7,39.5,2.38,8.7,8.7,39.5,1,0,0,0,0
196,Resident Evil 5,PS3,2009,Action,Capcom,Capcom,1.96,1.43,1.08,0.65,5.11,Resident Evil,3,2009-03-01,0.29,6.55,6.85,141.0,0.76,7.4,7.8,31.0,0.32,7.3,8.15,29.0,1,1,1,0,0
197,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,Rockstar North,2.66,2.01,0.0,0.41,5.08,Grand Theft Auto (GTA),9,2014-09-01,1.13,8.0,7.73,38.0,16.38,9.23,8.52,940.5,16.38,9.23,8.52,940.5,1,1,1,1,0
198,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,Rockstar Leeds,1.7,2.02,0.16,1.21,5.08,Grand Theft Auto (GTA),11,2006-11-01,0.04,6.57,5.6,7.5,0.04,6.57,5.6,7.5,0.98,9.1,8.7,746.5,1,1,0,0,0
199,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,EA Sports,0.6,3.29,0.06,1.13,5.08,FIFA EA Sports,9,2010-09-01,0.37,7.75,7.35,4.0,0.56,7.58,6.87,3.5,0.48,6.95,7.0,25.0,1,1,1,0,1
200,Super Mario Bros.,GB,1999,Platform,Nintendo,Nintendo,3.4,1.3,0.15,0.22,5.07,Super Mario Bros.,1,1999-01-01,5.45,6.0,6.6,57.0,23.1,6.0,8.2,136.0,23.1,6.0,8.2,136.0,1,1,1,0,1
201,Resident Evil,PS,1996,Action,Virgin Interactive,Capcom,2.05,1.16,1.11,0.73,5.05,Resident Evil,3,1996-03-01,0.07,6.2,6.2,5.0,0.3,7.4,7.4,5.0,0.3,7.4,7.4,5.0,1,1,1,0,0
